,open,high,low,close,volume,date,dividend,split
2014-01-02,150.49000549316406,150.49000549316406,148.0399932861328,148.9499969482422,665500,2014-01-02,0,1
2014-01-03,149.1199951171875,150.7100067138672,148.33999633789062,150.11000061035156,517900,2014-01-03,0,1
2014-01-06,150.6999969482422,151.0,149.11000061035156,150.02999877929688,398100,2014-01-06,0,1
2014-01-07,150.02999877929688,151.49000549316406,149.5500030517578,149.86000061035156,633100,2014-01-07,0,1
2014-01-08,150.02000427246094,150.66000366210938,148.75,150.1300048828125,655900,2014-01-08,0,1
2014-01-09,151.49000549316406,153.11000061035156,150.30999755859375,153.0500030517578,978800,2014-01-09,0,1
2014-01-10,153.0399932861328,154.60000610351562,153.0399932861328,154.25999450683594,644400,2014-01-10,0,1
2014-01-13,153.52000427246094,155.10000610351562,153.52000427246094,153.9600067138672,594700,2014-01-13,0,1
2014-01-14,155.22000122070312,156.7100067138672,154.22000122070312,155.72999572753906,713500,2014-01-14,0,1
2014-01-15,155.6699981689453,156.10000610351562,154.6699981689453,155.0399932861328,854900,2014-01-15,0,1
2014-01-16,155.19000244140625,156.25999450683594,155.0500030517578,156.00999450683594,487600,2014-01-16,0,1
2014-01-17,156.22999572753906,156.33999633789062,154.77999877929688,154.97000122070312,541400,2014-01-17,0,1
2014-01-21,155.88999938964844,157.41000366210938,154.50999450683594,155.02999877929688,843900,2014-01-21,0,1
2014-01-22,155.10000610351562,156.3300018310547,154.02999877929688,155.32000732421875,649300,2014-01-22,0,1
2014-01-23,154.27999877929688,155.36000061035156,153.61000061035156,154.4600067138672,640500,2014-01-23,0,1
2014-01-24,153.99000549316406,153.99000549316406,152.14999389648438,152.4199981689453,663100,2014-01-24,0,1
2014-01-27,152.5800018310547,153.6300048828125,151.83999633789062,152.6300048828125,693200,2014-01-27,0,1
2014-01-28,153.08999633789062,155.22999572753906,153.08999633789062,154.72999572753906,754000,2014-01-28,0,1
2014-01-29,153.2899932861328,155.36000061035156,153.00999450683594,154.50999450683594,715000,2014-01-29,0,1
2014-01-30,155.3300018310547,157.89999389648438,155.3300018310547,156.80999755859375,638700,2014-01-30,0,1
2014-01-31,155.52000427246094,158.72999572753906,155.08999633789062,157.58999633789062,984300,2014-01-31,0,1
2014-02-03,157.35000610351562,157.41000366210938,155.0,155.86000061035156,802500,2014-02-03,0,1
2014-02-04,156.6300048828125,158.80999755859375,155.61000061035156,158.57000732421875,978800,2014-02-04,0,1
2014-02-05,158.08999633789062,158.77000427246094,157.24000549316406,157.89999389648438,745100,2014-02-05,0,1
2014-02-06,157.88999938964844,158.50999450683594,157.25999450683594,158.41000366210938,848500,2014-02-06,0,1
2014-02-07,158.8300018310547,160.35000610351562,158.1199951171875,160.25,872700,2014-02-07,0,1
2014-02-10,160.1999969482422,162.36000061035156,159.6999969482422,162.0500030517578,734300,2014-02-10,0,1
2014-02-11,161.6199951171875,164.80999755859375,161.25,163.3800048828125,733200,2014-02-11,0,1
2014-02-12,163.6699981689453,163.67999267578125,162.0,163.50999450683594,543200,2014-02-12,0,1
2014-02-13,162.89999389648438,165.19000244140625,162.2899932861328,164.52000427246094,614700,2014-02-13,0,1
2014-02-14,164.19000244140625,166.10000610351562,164.07000732421875,165.75,460800,2014-02-14,0,1
2014-02-18,165.41000366210938,167.02999877929688,164.82000732421875,166.91000366210938,711500,2014-02-18,0,1
2014-02-19,166.8699951171875,167.8699951171875,166.02999877929688,166.4499969482422,642700,2014-02-19,0,1
2014-02-20,166.72000122070312,167.72999572753906,165.61000061035156,166.7100067138672,686100,2014-02-20,0,1
2014-02-21,166.5399932861328,167.49000549316406,164.52000427246094,166.44000244140625,1213100,2014-02-21,0,1
2014-02-24,166.57000732421875,167.82000732421875,166.57000732421875,166.6999969482422,868800,2014-02-24,0,1
2014-02-25,166.75,168.74000549316406,166.60000610351562,167.66000366210938,776000,2014-02-25,0,1
2014-02-26,166.44000244140625,168.67999267578125,165.85000610351562,167.11000061035156,929200,2014-02-26,0,1
2014-02-27,167.24000549316406,168.42999267578125,165.7899932861328,166.5399932861328,680100,2014-02-27,0,1
2014-02-28,166.72999572753906,169.60000610351562,166.72999572753906,169.0,1315900,2014-02-28,0,1
2014-03-03,168.1999969482422,168.97999572753906,166.97000122070312,168.69000244140625,759800,2014-03-03,0,1
2014-03-04,168.69000244140625,171.0500030517578,168.69000244140625,170.88999938964844,617700,2014-03-04,0,1
2014-03-05,170.75,172.11000061035156,170.0,171.1699981689453,733200,2014-03-05,0,1
2014-03-06,171.08999633789062,171.4199981689453,169.1999969482422,169.3300018310547,751600,2014-03-06,0,1
2014-03-07,168.82000732421875,168.82000732421875,166.66000366210938,167.5500030517578,818700,2014-03-07,0,1
2014-03-10,167.5800018310547,167.8300018310547,166.05999755859375,167.02999877929688,665500,2014-03-10,0,1
2014-03-11,168.0,168.17999267578125,166.91000366210938,167.80999755859375,620200,2014-03-11,0,1
2014-03-12,165.92999267578125,167.00999450683594,165.85000610351562,166.8000030517578,617100,2014-03-12,0,1
2014-03-13,167.25,167.69000244140625,166.0,167.14999389648438,745200,2014-03-13,0,1
2014-03-14,166.42999267578125,168.6199951171875,166.42999267578125,168.1699981689453,990000,2014-03-14,0,1
2014-03-17,169.5,169.6699981689453,167.66000366210938,168.10000610351562,687600,2014-03-17,0,1
2014-03-18,167.9600067138672,170.0,167.1699981689453,168.36000061035156,615700,2014-03-18,0,1
2014-03-19,168.74000549316406,169.60000610351562,165.91000366210938,166.88999938964844,896600,2014-03-19,0,1
2014-03-20,166.49000549316406,167.6300048828125,164.64999389648438,167.58999633789062,667500,2014-03-20,0,1
2014-03-21,169.05999755859375,170.0,167.60000610351562,169.36000061035156,1454500,2014-03-21,0,1
2014-03-24,169.1999969482422,169.36000061035156,167.52000427246094,167.89999389648438,667000,2014-03-24,0,1
